working on SERVER_NAME,Status,LOGIN_NAME,JOB_NAME,IS_ENABLED,LastRun,JOB_ID,DESCRIPTION,DATE_CREATED,DATE_MODIFIED,DATABASE NAME
SERVER_NAME,Status,LOGIN_NAME,JOB_NAME,IS_ENABLED,LastRun,JOB_ID,DESCRIPTION,DATE_CREATED,DATE_MODIFIED,DATABASE NAME
UDMSQL15,f21fd88d-6bd0-45a0-9a9e-b5e92df22f29,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 11:47,8/28/2017 11:47,master
working on PDMSQL15,00c543d4-5757-46b2-ae66-510b31470f9f,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/30/2017 11:14,8/30/2017 11:14,master
PDMSQL15,00c543d4-5757-46b2-ae66-510b31470f9f,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/30/2017 11:14,8/30/2017 11:14,master
working on PDMSQL16,5dfed7c9-4582-499a-a351-40fb4da463e9,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/30/2017 11:15,8/30/2017 11:15,master
PDMSQL16,5dfed7c9-4582-499a-a351-40fb4da463e9,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/30/2017 11:15,8/30/2017 11:15,master
working on TDMSQL16,d33b146e-9b58-4bbb-a8cd-eca71228e23d,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 11:58,8/28/2017 11:58,master
TDMSQL16,d33b146e-9b58-4bbb-a8cd-eca71228e23d,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 11:58,8/28/2017 11:58,master
working on DDMSQL16,c1d2394c-5118-4664-b3d7-c8182cf57025,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 11:54,8/28/2017 11:54,master
DDMSQL16,c1d2394c-5118-4664-b3d7-c8182cf57025,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 11:54,8/28/2017 11:54,master
working on UDMSQL16,e5c2d070-8b1c-4059-a17a-304752ff8bff,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 12:00,8/28/2017 12:00,master
UDMSQL16,e5c2d070-8b1c-4059-a17a-304752ff8bff,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,Success,No description available.,8/28/2017 12:00,8/28/2017 12:00,master
